               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 166,            0.064634,            0.017698,            0.009918,             0.83913,             0.85666,             0.90069,             0.68393,            0.057555,            0.012757,            0.011185,             0.01406,             0.01406,             0.01406
                 167,            0.065228,            0.017277,           0.0093708,             0.84013,             0.85592,              0.9009,             0.68434,            0.057558,            0.012747,            0.011166,            0.014024,            0.014024,            0.014024
                 168,            0.065957,            0.017562,            0.010229,             0.83996,             0.85577,              0.9011,             0.68402,            0.057561,            0.012741,            0.011159,            0.013988,            0.013988,            0.013988
                 169,            0.064246,            0.017664,           0.0096988,             0.83934,             0.85506,             0.90144,             0.68484,            0.057557,            0.012729,            0.011151,            0.013952,            0.013952,            0.013952
                 170,            0.064981,            0.017537,           0.0098298,             0.84155,             0.85581,             0.90179,             0.68479,            0.057546,            0.012721,            0.011127,            0.013916,            0.013916,            0.013916
                 171,            0.065022,            0.017351,           0.0096654,             0.84097,             0.85722,             0.90206,             0.68534,            0.057543,            0.012716,            0.011108,             0.01388,             0.01388,             0.01388
                 172,            0.064987,            0.017576,           0.0096042,             0.84217,             0.85664,             0.90239,             0.68597,            0.057544,            0.012711,            0.011091,            0.013844,            0.013844,            0.013844
                 173,            0.064593,            0.017678,           0.0098076,             0.84184,             0.85809,             0.90223,             0.68654,            0.057541,            0.012709,            0.011074,            0.013808,            0.013808,            0.013808
                 174,            0.064919,            0.017578,           0.0098978,             0.84382,             0.85574,             0.90282,             0.68727,            0.057538,            0.012702,            0.011044,            0.013772,            0.013772,            0.013772
                 175,            0.065161,            0.017362,           0.0095845,             0.84411,             0.85893,             0.90309,             0.68714,            0.057533,            0.012699,            0.011015,            0.013736,            0.013736,            0.013736
                 176,            0.064984,            0.017466,            0.009512,             0.84443,              0.8586,             0.90326,             0.68782,             0.05752,            0.012696,            0.010985,              0.0137,              0.0137,              0.0137
                 177,            0.064331,            0.017531,           0.0093166,             0.84657,             0.85899,              0.9035,             0.68804,             0.05751,            0.012692,             0.01097,            0.013664,            0.013664,            0.013664
                 178,            0.063803,            0.017328,           0.0096561,             0.84484,             0.86142,             0.90367,             0.68789,            0.057502,            0.012688,             0.01095,            0.013628,            0.013628,            0.013628
                 179,            0.063943,            0.016906,           0.0093697,               0.844,             0.86239,              0.9038,             0.68752,            0.057496,            0.012681,            0.010929,            0.013592,            0.013592,            0.013592
                 180,            0.064192,            0.016949,           0.0093451,             0.84395,             0.86115,             0.90399,             0.68816,            0.057477,            0.012672,            0.010909,            0.013556,            0.013556,            0.013556
                 181,            0.064205,            0.017301,           0.0092923,             0.84483,             0.86068,             0.90419,             0.68849,            0.057469,            0.012667,            0.010898,             0.01352,             0.01352,             0.01352
                 182,            0.064058,            0.017369,           0.0098135,              0.8435,             0.86119,             0.90445,             0.68922,            0.057461,            0.012662,            0.010875,            0.013484,            0.013484,            0.013484
                 183,             0.06438,            0.017648,           0.0095134,             0.84163,             0.86346,             0.90449,             0.68974,            0.057456,            0.012658,             0.01086,            0.013448,            0.013448,            0.013448
                 184,            0.064757,            0.017002,           0.0098163,             0.84494,             0.86141,             0.90461,             0.68968,            0.057464,            0.012656,             0.01084,            0.013412,            0.013412,            0.013412
                 185,            0.064578,            0.017336,            0.008982,             0.84694,             0.86004,             0.90479,             0.69003,            0.057458,            0.012652,            0.010829,            0.013376,            0.013376,            0.013376
                 186,            0.064451,            0.017324,           0.0093866,             0.84723,             0.85861,             0.90496,             0.69056,            0.057451,            0.012647,            0.010817,             0.01334,             0.01334,             0.01334
                 187,            0.063773,            0.017343,            0.009241,             0.84683,             0.85806,             0.90503,             0.68984,            0.057449,            0.012644,            0.010806,            0.013304,            0.013304,            0.013304
                 188,            0.064532,            0.017363,           0.0094736,              0.8473,             0.85674,             0.90522,             0.68979,            0.057444,            0.012636,            0.010796,            0.013268,            0.013268,            0.013268
                 189,            0.063928,            0.017159,           0.0092739,             0.84769,             0.85722,             0.90542,             0.69026,            0.057441,            0.012631,            0.010793,            0.013232,            0.013232,            0.013232
                 190,            0.063576,            0.017079,            0.009021,              0.8476,               0.859,             0.90532,             0.69036,            0.057447,            0.012624,            0.010798,            0.013196,            0.013196,            0.013196
                 191,             0.06414,            0.016858,            0.009327,             0.84626,             0.86085,             0.90559,             0.69026,            0.057452,             0.01262,            0.010797,             0.01316,             0.01316,             0.01316
                 192,            0.064094,            0.017441,           0.0089648,             0.84757,             0.85933,             0.90562,             0.69028,            0.057452,            0.012615,            0.010799,            0.013124,            0.013124,            0.013124
                 193,            0.063839,            0.016968,           0.0089826,             0.84795,             0.85904,             0.90517,             0.68994,            0.057449,            0.012609,            0.010794,            0.013088,            0.013088,            0.013088
                 194,            0.063524,            0.017273,           0.0089593,              0.8471,             0.85818,              0.9047,             0.68939,            0.057438,            0.012605,            0.010786,            0.013052,            0.013052,            0.013052
                 195,            0.064503,             0.01717,           0.0088379,             0.84744,             0.85861,             0.90535,             0.68994,            0.057432,            0.012599,            0.010771,            0.013016,            0.013016,            0.013016
                 196,            0.064383,             0.01716,           0.0089656,             0.84752,             0.85839,              0.9055,             0.68964,            0.057429,            0.012591,            0.010761,             0.01298,             0.01298,             0.01298
                 197,            0.064201,            0.017319,           0.0086155,             0.84846,             0.85736,             0.90568,             0.68942,            0.057424,            0.012586,            0.010748,            0.012944,            0.012944,            0.012944
                 198,            0.064265,            0.016845,            0.008846,             0.85024,             0.85645,             0.90577,              0.6897,            0.057425,            0.012582,            0.010742,            0.012908,            0.012908,            0.012908
                 199,            0.063544,            0.016918,            0.008979,              0.8517,             0.85564,             0.90585,             0.68977,            0.057419,            0.012578,            0.010741,            0.012872,            0.012872,            0.012872
                 200,            0.064041,            0.017009,            0.008728,             0.85218,             0.85667,             0.90593,             0.68924,            0.057426,            0.012574,            0.010744,            0.012836,            0.012836,            0.012836
                 201,            0.063986,            0.017017,           0.0090079,             0.85075,              0.8571,             0.90603,             0.68907,            0.057427,             0.01257,            0.010738,              0.0128,              0.0128,              0.0128
                 202,            0.063529,            0.017107,           0.0085042,             0.85036,             0.85712,              0.9062,             0.68969,            0.057427,            0.012565,            0.010738,            0.012764,            0.012764,            0.012764
                 203,            0.063393,            0.017536,           0.0089761,             0.85204,             0.85724,             0.90619,             0.69005,            0.057423,            0.012561,            0.010734,            0.012728,            0.012728,            0.012728
                 204,            0.062412,            0.017311,           0.0082157,             0.85288,             0.85682,             0.90633,             0.69019,            0.057422,            0.012559,            0.010724,            0.012692,            0.012692,            0.012692
                 205,            0.063056,            0.016863,           0.0083937,             0.85261,             0.85763,             0.90637,             0.68991,            0.057418,            0.012557,            0.010719,            0.012656,            0.012656,            0.012656
                 206,            0.062576,            0.016884,           0.0082004,             0.85346,             0.85773,             0.90655,             0.69013,            0.057409,            0.012556,            0.010713,             0.01262,             0.01262,             0.01262
                 207,             0.06373,            0.016754,           0.0083788,             0.85261,             0.85818,             0.90665,             0.69033,            0.057404,            0.012555,            0.010708,            0.012584,            0.012584,            0.012584
                 208,            0.063795,            0.016708,           0.0089751,             0.85108,             0.85472,             0.90359,             0.68714,            0.057402,            0.012554,            0.010709,            0.012548,            0.012548,            0.012548
                 209,            0.062835,            0.017127,           0.0087528,             0.85182,             0.86012,             0.90675,             0.68958,            0.057407,            0.012553,            0.010705,            0.012512,            0.012512,            0.012512
                 210,             0.06344,            0.017085,           0.0085773,              0.8523,             0.85985,             0.90678,             0.68993,            0.057415,            0.012553,            0.010705,            0.012476,            0.012476,            0.012476
                 211,            0.063175,            0.016554,           0.0085636,             0.85251,             0.86024,             0.90688,             0.69011,            0.057421,            0.012549,              0.0107,             0.01244,             0.01244,             0.01244
                 212,            0.062906,            0.016788,           0.0084775,             0.85123,             0.86314,               0.907,             0.69039,            0.057429,            0.012548,            0.010696,            0.012404,            0.012404,            0.012404
                 213,            0.062721,            0.016467,           0.0084998,             0.85313,             0.85942,               0.907,             0.69057,            0.057433,            0.012547,            0.010688,            0.012368,            0.012368,            0.012368
                 214,            0.062904,            0.016756,            0.007953,             0.85323,              0.8597,             0.90709,             0.69027,            0.057442,            0.012548,             0.01068,            0.012332,            0.012332,            0.012332
                 215,            0.062816,             0.01694,           0.0083891,             0.85192,             0.86009,             0.90705,             0.69035,            0.057448,            0.012547,            0.010668,            0.012296,            0.012296,            0.012296
                 216,            0.063609,            0.016967,           0.0086294,             0.85243,             0.86058,              0.9071,             0.69019,            0.057448,            0.012542,            0.010663,             0.01226,             0.01226,             0.01226
                 217,            0.062724,            0.016709,           0.0081273,              0.8528,             0.86085,             0.90726,              0.6902,            0.057452,            0.012539,            0.010659,            0.012224,            0.012224,            0.012224
                 218,            0.062595,            0.016678,           0.0085149,             0.85229,             0.86162,             0.90719,              0.6897,            0.057459,            0.012537,            0.010655,            0.012188,            0.012188,            0.012188
                 219,            0.062948,            0.016728,           0.0083465,             0.85316,             0.86224,             0.90733,             0.69001,            0.057462,            0.012533,            0.010649,            0.012152,            0.012152,            0.012152
                 220,            0.063013,            0.016967,           0.0083401,             0.85121,             0.86443,             0.90726,              0.6898,            0.057463,            0.012531,            0.010646,            0.012116,            0.012116,            0.012116
                 221,            0.062161,            0.016481,           0.0077706,             0.85211,             0.86271,             0.90716,             0.68934,            0.057461,             0.01253,            0.010645,             0.01208,             0.01208,             0.01208
                 222,            0.063033,            0.016689,           0.0081525,              0.8526,             0.86199,             0.90726,             0.68915,            0.057461,            0.012529,            0.010636,            0.012044,            0.012044,            0.012044
                 223,            0.063526,            0.016751,           0.0081141,             0.85167,             0.86387,             0.90729,             0.68946,            0.057455,            0.012527,            0.010629,            0.012008,            0.012008,            0.012008
                 224,            0.063046,            0.016867,           0.0080741,             0.85259,             0.86237,             0.90713,             0.68942,            0.057452,            0.012524,            0.010627,            0.011972,            0.011972,            0.011972
                 225,            0.062912,            0.016728,             0.00792,             0.85254,             0.86164,             0.90716,             0.68961,            0.057446,            0.012521,            0.010624,            0.011936,            0.011936,            0.011936
                 226,            0.062623,             0.01692,            0.008288,             0.85223,             0.86249,             0.90718,             0.68976,            0.057444,            0.012518,            0.010621,              0.0119,              0.0119,              0.0119
                 227,            0.061802,            0.016644,           0.0081141,             0.85248,             0.86175,             0.90719,             0.68977,            0.057435,            0.012513,            0.010622,            0.011864,            0.011864,            0.011864
                 228,            0.062955,            0.016786,           0.0084469,             0.85275,             0.86096,             0.90715,             0.68969,            0.057429,            0.012511,            0.010619,            0.011828,            0.011828,            0.011828
                 229,            0.062109,            0.016736,           0.0083006,             0.85109,             0.86237,             0.90725,             0.68963,            0.057424,            0.012505,            0.010612,            0.011792,            0.011792,            0.011792
                 230,            0.062983,            0.016667,           0.0082289,             0.85229,             0.86104,             0.90736,             0.68944,            0.057424,            0.012502,            0.010606,            0.011756,            0.011756,            0.011756
                 231,            0.062516,            0.016426,           0.0078947,              0.8546,             0.86038,             0.90749,             0.68936,             0.05742,            0.012501,            0.010591,             0.01172,             0.01172,             0.01172
                 232,            0.062253,            0.016772,           0.0081215,             0.85341,             0.86187,             0.90799,             0.68966,            0.057415,            0.012498,            0.010582,            0.011684,            0.011684,            0.011684
                 233,            0.061972,            0.016363,           0.0079205,             0.85331,              0.8623,             0.90772,             0.68966,            0.057414,            0.012497,            0.010576,            0.011648,            0.011648,            0.011648
                 234,            0.061915,            0.016626,           0.0080534,             0.85232,             0.86305,             0.90778,             0.68929,            0.057412,            0.012496,            0.010567,            0.011612,            0.011612,            0.011612
                 235,            0.061689,            0.016431,           0.0081538,             0.85091,             0.86381,             0.90776,              0.6897,            0.057406,            0.012492,            0.010562,            0.011576,            0.011576,            0.011576
                 236,            0.062165,            0.016287,           0.0081167,             0.85192,             0.86243,             0.90796,             0.69005,            0.057405,            0.012489,            0.010559,             0.01154,             0.01154,             0.01154
                 237,            0.062899,            0.016487,           0.0079486,             0.85194,             0.86262,             0.90795,             0.69032,            0.057404,            0.012488,            0.010554,            0.011504,            0.011504,            0.011504
                 238,            0.062012,            0.016739,           0.0080267,             0.85146,             0.86298,             0.90804,             0.69013,            0.057404,            0.012488,             0.01055,            0.011468,            0.011468,            0.011468
                 239,            0.061647,            0.016321,           0.0080063,             0.85118,             0.86333,              0.9079,             0.69037,            0.057403,            0.012487,             0.01054,            0.011432,            0.011432,            0.011432
                 240,             0.06184,            0.016405,           0.0077897,             0.85081,             0.86353,             0.90797,             0.69043,            0.057407,            0.012487,            0.010531,            0.011396,            0.011396,            0.011396
                 241,            0.061271,             0.01597,           0.0078423,              0.8516,             0.86234,             0.90808,             0.69054,            0.057411,            0.012485,            0.010525,             0.01136,             0.01136,             0.01136
                 242,            0.062139,             0.01658,           0.0079893,             0.85389,             0.86003,             0.90821,             0.69059,            0.057408,            0.012483,            0.010516,            0.011324,            0.011324,            0.011324
                 243,            0.061846,            0.016334,           0.0077857,             0.85497,             0.86096,             0.90834,             0.69069,            0.057412,            0.012481,            0.010509,            0.011288,            0.011288,            0.011288
                 244,            0.062109,            0.016448,           0.0078823,             0.85488,             0.86128,             0.90842,             0.69046,            0.057407,             0.01248,            0.010504,            0.011252,            0.011252,            0.011252
                 245,            0.062481,            0.016571,           0.0080827,              0.8561,             0.86057,             0.90844,             0.69013,            0.057402,            0.012478,            0.010495,            0.011216,            0.011216,            0.011216
                 246,            0.061589,            0.016357,           0.0073978,             0.85682,               0.859,              0.9072,             0.68886,            0.057401,            0.012477,            0.010488,             0.01118,             0.01118,             0.01118
                 247,            0.061804,            0.016609,           0.0078089,             0.85804,             0.86194,             0.90848,             0.69005,            0.057401,            0.012476,             0.01048,            0.011144,            0.011144,            0.011144
                 248,            0.062166,            0.016287,           0.0075353,             0.85783,             0.86296,             0.90864,             0.69012,            0.057403,            0.012477,            0.010472,            0.011108,            0.011108,            0.011108
                 249,            0.061495,            0.015897,           0.0072499,             0.85858,             0.86153,             0.90861,             0.68958,            0.057402,            0.012476,             0.01047,            0.011072,            0.011072,            0.011072
                 250,            0.061433,            0.016326,           0.0076544,             0.85719,             0.86267,             0.90859,             0.68924,            0.057407,            0.012475,            0.010465,            0.011036,            0.011036,            0.011036
                 251,            0.060227,            0.016008,           0.0074677,             0.85613,             0.86451,              0.9086,             0.68899,            0.057408,            0.012477,            0.010454,               0.011,               0.011,               0.011
                 252,            0.061959,            0.016349,           0.0079157,             0.85613,             0.86406,             0.90876,             0.68898,            0.057406,            0.012478,             0.01045,            0.010964,            0.010964,            0.010964
                 253,            0.061819,            0.016676,           0.0075898,             0.85541,             0.86209,             0.90647,             0.68764,            0.057411,            0.012479,            0.010441,            0.010928,            0.010928,            0.010928
                 254,            0.060802,             0.01606,           0.0069664,             0.85764,             0.86235,             0.90874,             0.68951,            0.057414,             0.01248,            0.010433,            0.010892,            0.010892,            0.010892
                 255,            0.060181,            0.016003,           0.0072984,             0.85699,             0.86227,             0.90869,             0.68963,            0.057403,            0.012479,            0.010429,            0.010856,            0.010856,            0.010856
